學號,書籍類別,書籍名稱,讀者借閱冊數,書籍出版日期,書籍出版者,書籍館藏地,書籍上架年月,書籍標題(subject),讀者年級,學院,借閱時間
Mc5f041d074,應用科學類,會計學,21,2012,高點文化,3F中文圖書區,2014-11-07,會計學,4,人文學院,2016-09-26T09:39:46Z
A96f267f45c,社會科學類,民事訴訟理論之新開展,13,2010,元照,3F中文圖書區,2007-06-22,民事訴訟法法規論述,3,法律學院,2015-12-31T07:40:39Z
Hc338e28e8d,語言文學類,"究極英單12000. 4, 資優字彙",10,2012,眾文圖書,1F流通櫃檯,2013-06-10,英語,3,商學院,2015-12-09T05:21:15Z
Kadbf84e112,語言文學類,"特殊傳說. 4, 湖之鎮的對決 = The unique legend",130,2014,蓋亞文化,3F中文圖書區,2015-10-05,NA,4,人文學院,2016-11-01T05:24:56Z
C419e366c9f,語言文學類,終巡者,63,2007,圓神出版,3F中文圖書區,2010-01-05,NA,3,社會科學院,2016-01-13T05:07:32Z
F4da978fa82,應用科學類,"Google必修的圖表簡報術 : Google總監首度公開絕活, 教你做對圖表、說對話, 所有人都聽你的!",126,2016,商業周刊,3F中文圖書區,2016-09-11,簡報,4,公共事務學院,2016-12-30T07:54:48Z
C376576f701,語言文學類,走在夢想的路上,8,2014,遠見天下文化,3F中文圖書區,2015-03-10,散文,4,社會科學院,2017-04-07T08:48:14Z
O6d7a37df15,科學類,平面設計的搶眼魔法 : 千變萬化的標題文字表現手法大創意,101,2010,博碩文化,3F中文圖書區,2014-12-10,電腦繪圖,3,電機資訊學院,2016-05-09T12:14:25Z
Cc4c1a06253,語言文學類,每個人都在說謊,19,2012,高寶國際,3F中文圖書區,2013-09-13,美國小說,2,社會科學院,2015-04-29T05:48:04Z
A1ed9e93838,社會科學類,行政法導論=Administrative law,1,2007,三民,3F中文圖書區,2008-04-29,行政法,2,法律學院,2014-09-26T05:28:43Z
G6ef3f8ac71,哲學類,人生的王道:人如何活著,22,2010,天下雜誌出版,3F中文圖書區,2011-09-09,人生哲學,3,商學院,2015-12-31T04:28:57Z
I711f0827f0,哲學類,"人生的行銷企劃書 : 做你熱愛的事,並從中獲利、創造人生意義",30,2014,大塊文化,1F職涯博覽專區,2014-05-20,生活指導,3,商學院,2016-06-03T04:23:45Z
D4b6e7da189,語言文學類,十三座城市,17,2010,馬可孛羅文化,1F寰宇開卷專區,2013-06-10,散文,2,社會科學院,2014-11-11T09:52:57Z
M35f4161f61,中國史地,中國大陸研究 = Perspectives of mainland China,49,2014,新文京開發,3F中文圖書區,2015-03-10,中國大陸研究,3,人文學院,2015-09-21T04:25:25Z
C7d2c700002,語言文學類,在那遙遠的地方,88,1988,圓神,3F中文圖書區,1999-08-12,NA,2,社會科學院,2015-04-30T04:06:38Z
P4639701c90,應用科學類,電子學,20,2010,臺灣培生教育出版,3F中文圖書區,2012-03-30,電子學,2,電機資訊學院,2015-06-09T08:13:03Z
Cdcb45f9812,藝術類,日本建築奇想與異人觀察,31,2003,田園城市文化,3F中文圖書區,2003-06-10,建築日本,2,社會科學院,2015-07-20T03:31:08Z
C79297d891e,應用科學類,外商顧問超強資料製作術 : BCG╳麥肯錫的12圖形架構，學會就能說服任何人！,29,2015,時報文化,3F中文圖書區,2015-07-19,文書管理,3,社會科學院,2015-12-02T04:40:10Z
D73f45c67ba,藝術類,流風餘韻 : 唱片流行歌曲開臺史,29,2014,國立臺灣歷史博物館,3F中文圖書區,2015-06-01,音樂史,3,社會科學院,2015-09-21T09:44:17Z
Id5ecdf6594,語言文學類,遜咖日記 : 神奇8號球,200,2014,博識圖書,3F中文圖書區,2014-12-10,英語,3,商學院,2016-04-15T07:11:26Z
Meac8309dd6,世界史地,世界歷史有一套之最冷和最熱的俄羅斯 : 世界歷史很精彩.世界歷史可以寫得很好看,33,2014,大地,3F中文圖書區,2015-08-05,俄國史,3,人文學院,2015-09-14T04:08:48Z
A0f390c7645,社會科學類,社會運動概論,107,2002,巨流圖書,3F中文圖書區,2012-06-11,社會運動,1,法律學院,2014-06-23T04:34:43Z
B1ad5b76225,科學類,Implementation theory and practice : toward a third generation,66,1990,Harper Collins,4F外文圖書區,1999-03-02,Policy sciences.,2,公共事務學院,2015-04-13T09:15:50Z
Bf0b35337c1,語言文學類,New TOEIC最新多益寶典990分徹底攻略,26,2009,漢宇國際文化,3F中文圖書區,2010-09-08,NA,2,公共事務學院,2015-06-26T09:49:15Z
K84b62098f7,語言文學類,基督山恩仇記. 3,88,2013,高寶國際出版,1F通識悅讀專區,2013-08-02,法國文學,2,人文學院,2015-06-18T11:17:53Z
N3c1fd6dcbf,社會科學類,個體經濟學=Microeconomics,3,2005,臺灣東華,3F中文圖書區,2005-12-01,個體經濟學,3,商學院,2015-10-07T01:12:34Z
A4ac2eb4535,語言文學類,冰？,78,2011,獨步文化,3F中文圖書區,2014-06-27,日本文學,4,法律學院,2016-09-30T09:58:01Z
De7e8c6e4c1,語言文學類,iBT托福應考勝經 = Longman iBT TOEFL,39,2012,台灣培生教育,3F中文圖書區,2012-08-22,托福考試,2,社會科學院,2015-03-16T02:57:10Z
Ab26f29f5b8,社會科學類,保險法規彙編,30,2009,元照,3F中文圖書區,2015-11-16,保險法,3,法律學院,2016-04-09T02:56:50Z
B6df6009ad4,社會科學類,"斷臂上的花朵 : 從囚徒到大法官, 用一生開創全球憲法典範",14,2013,麥田,3F中文圖書區,2014-05-06,傳記,2,公共事務學院,2015-04-27T08:06:23Z
K6ea954f16f,宗教類,"聖經與易經. 上冊, 舊約聖經，救主耶穌的預言或預表",20,2013,美商EHGBooks微出版公司出版,1F通識悅讀專區,2013-08-02,聖經研究,3,人文學院,2015-10-14T06:45:16Z
I8a5e6a9af8,應用科學類,為什麼小女孩的火柴賣不掉?:寫給經理人的27個管理童話,1,2005,究竟出版,3F中文圖書區,2010-10-29,管理科學,1,商學院,2013-12-31T03:55:15Z
A35ea177bc0,語言文學類,"格雷的五十道陰影. II, 束縛",11,2012,春光,3F中文圖書區,2013-12-30,英國文學,2,法律學院,2015-06-26T03:58:12Z
Fb43fbf4d79,藝術類,深夜食堂,12,9999,新經典圖文傳播,3F中文圖書區,2012-03-29,漫畫,2,公共事務學院,2015-05-08T07:46:22Z
Dd37cde99f2,哲學類,家族治療,49,2011,洪葉文化,3F中文圖書區,2013-12-27,家族治療,4,社會科學院,2016-11-08T12:06:51Z
Ff6748b354a,科學類,"The new economy of the inner city : restructuring, regeneration and dislocation in the twent-first century metropolis",1,2010,Routledge,4F外文圖書區,2016-04-27,Inner cities Economic aspects,4,公共事務學院,2016-10-22T08:24:48Z
C08a0706e6a,語言文學類,"19種英文書信寫作技巧與範例:只要不間斷按照順序學習下去,效果絕對令你滿意",27,2008,漢宇國際文化出版,3F中文圖書區,2009-04-29,英國語言應用文,1,社會科學院,2014-05-23T06:05:43Z
A8ba0917b01,社會科學類,犯罪現場:李昌鈺刑事鑑定指導手冊,159,2003,商周出版,3F中文圖書區,2008-12-11,犯罪搜查,3,法律學院,2015-11-20T09:13:31Z
Dd3f1f7da5c,社會科學類,法學概論 = Introduction to legal science,21,2014,三民,3F中文圖書區,2015-12-07,法學,4,社會科學院,2016-09-13T07:23:47Z
Afd489bc27d,社會科學類,股東新股認購權之探討,25,2014,元照,3F中文圖書區,2014-07-02,認購權證,3,法律學院,2016-04-27T04:09:23Z
K0357ab3909,社會科學類,見樹又見林:社會學作為一種生活？實踐與承諾,61,2001,群學,3F中文圖書區,2002-04-13,"社會學哲學,原理",3,人文學院,2016-06-12T05:18:36Z
A054541faf9,中國史地,近代臺灣慘史檔案,87,2007,前衛出版,3F中文圖書區,2010-01-06,政治迫害臺灣,2,法律學院,2014-10-22T12:22:01Z
C7f040d5ba7,應用科學類,身體調校聖經,93,2012,三采,3F中文圖書區,2012-09-27,健康運動,3,社會科學院,2016-03-04T06:46:46Z
B69d855de41,語言文學類,御伽草紙,45,2012,逗點文創結社,3F中文圖書區,2012-09-27,NA,4,公共事務學院,2017-01-11T09:31:05Z
Bc840d98a8c,社會科學類,別當政治門外漢,39,2009,博雅書屋,3F中文圖書區,2011-04-12,民主政治,2,公共事務學院,2015-06-30T04:21:39Z
Ec6ef5c0b72,應用科學類,成本與管理會計=Cost and management accounting,16,2009,三民,3F中文圖書區,2009-09-17,成本會計,3,公共事務學院,2015-10-07T07:37:03Z
F4e8b2ecac1,社會科學類,運動管理學 : 原理與實務,36,2013,禾楓書局,3F中文圖書區,2014-07-29,運動,4,公共事務學院,2017-05-03T03:13:51Z
G547e95249e,藝術類,深夜食堂,26,9999,新經典圖文傳播,3F中文圖書區,2012-09-27,漫畫,3,商學院,2015-08-21T05:35:16Z
A3caef8569b,語言文學類,罪咎,14,2011,先覺,3F中文圖書區,2012-08-20,小說,1,法律學院,2014-04-14T01:20:27Z
B890e927497,哲學類,行為的藝術 : 52個非受迫性行為偏誤,11,2013,商周,1F職涯博覽專區,2013-12-27,思考,2,公共事務學院,2015-03-04T02:52:22Z
F61c5c14ac3,語言文學類,大家的日本語. 初級I,70,2012,大新,3F中文圖書區,2012-07-13,日語,1,公共事務學院,2013-11-28T09:19:21Z
Bb4a2f1ad93,語言文學類,寂寞之歌 = Lonely,7,2006,商周,3F中文圖書區,2012-12-06,長篇小說,2,社會科學院,2014-11-04T09:21:56Z
O1ba7c5c94f,世界史地,有錢沒錢遊東京,10,2011,旗標,1F寰宇開卷專區,2013-07-12,旅遊,3,電機資訊學院,2015-08-12T02:04:33Z
O259db59c7b,科學類,最新Java2程式設計實例入門與活用,62,2010,博碩文化,3F中文圖書區,2015-08-12,Java(電腦程式語言),4,電機資訊學院,2016-11-16T10:49:29Z
A36d7957592,社會科學類,民事訴訟法之研討,24,2007,編者發行,3F中文圖書區,1999-03-01,"民事訴訟法論文,講詞等中國",3,法律學院,2015-12-04T06:19:47Z
E0202045e93,語言文學類,織田信長,37,2005,遠流出版事業公司,3F中文圖書區,2011-10-11,NA,3,公共事務學院,2016-01-13T06:56:37Z
K94ed57dfce,社會科學類,過一個歡樂的宋朝新年,56,2016,時報文化,3F中文圖書區,2016-05-05,春節,3,人文學院,2016-07-26T01:55:23Z
A76343cc5e8,語言文學類,Harry Potter and the sorcerer's stone,26,1998,Arthur A. Levine Books,4F外文圖書區,2003-08-25,Wizards Juvenile fiction.,3,法律學院,2015-09-14T08:09:36Z
Gf64bf87d28,語言文學類,"沉月之鑰. 卷一, 幻世",38,2011,天使出版國際文化,3F中文圖書區,2015-03-10,NA,3,商學院,2015-10-28T06:41:53Z
Ea324d344e1,NA,電子書閱讀器 iPad 4,24,NA,NA,1F流通櫃檯,2013-11-29,NA,1,公共事務學院,2014-02-12T04:18:01Z
K2a01fe5225,社會科學類,基礎統計學,116,2004,陳順宇發行,3F中文圖書區,2013-12-26,統計學,2,人文學院,2014-11-17T01:05:22Z
Kb1c3adacc3,哲學類,美的覺醒:蔣勳和你談眼、耳、鼻、舌、身,55,2006,遠流,3F中文圖書區,2010-03-04,美學,2,人文學院,2014-09-25T06:17:26Z
E47b58ad8d5,語言文學類,決戰NEW TOEIC聽力滿分破解,48,2010,繁星多媒體,3F中文圖書區,2010-12-01,多益測驗,3,公共事務學院,2016-02-26T08:56:36Z
D3fb3fcdfb8,語言文學類,向日葵不開的夏天,3,2008,獨步文化出版,3F中文圖書區,2010-06-01,NA,2,社會科學院,2014-11-20T02:03:10Z
B1ad5b76225,社會科學類,公共政策入門,110,2010,五南,3F中文圖書區,2012-04-12,公共政策,3,公共事務學院,2016-02-26T07:30:07Z
I549556b143,應用科學類,亞洲新勢力崛起 : 橫越星、馬、泰、汶、中、日的穆斯林市場,201,2012,經濟部國際貿易局出版,1F寰宇開卷專區,2013-07-12,市場分析,2,商學院,2015-04-23T07:07:54Z
Aab71c3afa5,語言文學類,隱形男孩vs.盲眼女孩,15,2008,臺灣東方,3F中文圖書區,2011-04-18,NA,2,法律學院,2015-03-05T06:56:38Z
M1382540a06,藝術類,大使館的工作守則. 6,137,2014,東立,1F職涯博覽專區,2015-05-01,漫畫,3,人文學院,2016-04-18T02:49:13Z
A323ebaf1cd,語言文學類,教父,11,2015,新雨,3F中文圖書區,2015-07-19,NA,3,法律學院,2016-05-03T02:22:00Z
F9a656a6eaf,哲學類,人，為什麼會自我感覺良好？ : 大腦神經科學的理性與感性,18,2012,智富,3F中文圖書區,2013-09-13,生理心理學,3,公共事務學院,2015-10-03T08:01:04Z
Ia681a81132,社會科學類,公司治理法制:公司內部機關組織職權論,29,2007,台灣財經協會發行,3F中文圖書區,2009-03-30,公司法法規論述,4,商學院,2017-11-02T09:24:12Z
B030bb78188,語言文學類,生命中不能承受之輕,51,2004,皇冠,3F中文圖書區,2006-04-25,捷克文學,1,公共事務學院,2014-01-13T06:48:06Z
Kadbf84e112,語言文學類,獵命師傳奇系列 = FateHunter. 卷六,130,2012,蓋亞文化,3F中文圖書區,2013-06-10,科幻小說,4,人文學院,2016-11-01T05:24:53Z
D71794f329b,語言文學類,歡樂三國志 [錄音資料]. 2,34,2012,平安有聲,1F視聽區,2012-11-29,相聲,3,社會科學院,2016-04-27T05:24:12Z
A5662c05bf6,中國史地,中國上古史綱,8,1995,里仁,3F中文圖書區,2000-08-08,中國歷史先秦(公元前2696-221),3,法律學院,2016-06-22T06:15:33Z
Kadbf84e112,語言文學類,碧血劍,64,2003,遠流,3F中文圖書區,2006-03-28,NA,1,人文學院,2014-04-11T09:28:22Z
Ccc94ba485e,社會科學類,釣愚 : 操縱與欺騙的經濟學,12,2016,遠見天下文化,3F中文圖書區,2017-01-11,總體經濟學,4,社會科學院,2017-05-16T03:04:32Z
A3dd1f1aea8,語言文學類,不毛地帶,21,2010,皇冠出版發行,3F中文圖書區,2010-10-27,NA,3,法律學院,2015-11-16T09:28:46Z
Gf8f7849db8,語言文學類,給自己的10堂外語課 : 這是突破人生限制的希望之鑰!,40,2013,大田,3F中文圖書區,2013-04-11,語言學習,4,商學院,2016-10-13T01:51:23Z
F4e8b2ecac1,社會科學類,"運動生理學 = Exercise physiology, second edition",28,2015,新文京開發,3F中文圖書區,2015-11-06,運動生理學,4,公共事務學院,2017-09-10T06:31:47Z
Kcbaaee96de,語言文學類,羊道 : 游牧盛夏記事,107,2013,時報文化,3F中文圖書區,2014-02-17,NA,3,人文學院,2016-05-20T07:18:29Z
D7f8bd85f89,藝術類,一公升？眼淚 [電影片] = Ichi ritoru no namida,44,2015,理大國際多媒體,1F視聽區,2015-10-15,電影片,4,社會科學院,2017-02-21T04:15:45Z
Ja5f78f510a,社會科學類,"貨幣銀行學=Money, banking, and financial markets",8,2009,華泰,3F中文圖書區,2010-03-04,貨幣銀行學,2,商學院,2015-03-25T09:17:44Z
A71270f3be6,語言文學類,乾隆遊江南 七十六回,175,1987,文化,3F中文圖書區,1999-08-11,NA,2,法律學院,2015-06-26T08:29:00Z
M35f4161f61,宗教類,The Reformation : a history,56,2006,Modern Library,4F外文圖書區,2013-12-09,Reformation.,4,人文學院,2016-09-22T08:20:53Z
Fbf1e6668ed,語言文學類,鳳囚凰,61,2014,江蘇文藝出版社,3F中文圖書區,2015-01-23,中國小說,3,公共事務學院,2016-05-07T04:58:51Z
I8a5e6a9af8,語言文學類,適時適所日本語表現句型500. 中.上級,36,2015,大新,3F中文圖書區,2015-12-21,日語,4,商學院,2016-10-09T05:24:01Z
Hec38781b9f,藝術類,美味關係 [電影片] = Julie & Julia,52,2013,威翰文創,1F視聽區,2013-12-12,電影片,2,商學院,2014-12-08T10:29:49Z
D0e91cb8d9d,語言文學類,"東北往事 : 黑道風雲20年. 之8, 恩怨情仇 = My cruel underworld of my youth",98,2012,普天,3F中文圖書區,2013-02-05,中國小說,2,社會科學院,2014-11-07T09:20:24Z
F208d09b607,社會科學類,韓國物權法專題研究 = Hangou Wuquanfa Zhuanti Yanjiu,72,2013,北京大學,3F中文圖書區,2014-05-14,物權法,4,公共事務學院,2017-09-20T09:35:05Z
C2eb7f062bb,科學類,Innovation and incentives,8,2004,MIT Press,4F外文圖書區,2007-09-03,Technological innovations.,2,社會科學院,2015-03-30T12:43:31Z
Af67c9efc85,語言文學類,"大明王朝1566 : 嘉靖與海瑞.壹,芻狗江南",121,2007,人人,3F中文圖書區,2014-07-29,小說,3,法律學院,2016-04-20T02:57:03Z
Gf8f7849db8,哲學類,不斷幸福論,40,2004,大塊文化出版,3F中文圖書區,2006-11-03,幸福,4,商學院,2016-10-04T09:48:52Z
B1afd235714,語言文學類,戒不了甜,69,2012,皇冠文化,3F中文圖書區,2013-05-02,散文,4,公共事務學院,2017-04-28T01:44:01Z
K450e523622,總類,中國史學名著,4,2002,三民,3F中文圖書區,2002-07-31,中國歷史,1,人文學院,2014-05-20T01:49:05Z
Ica4088674a,哲學類,80/20法則 : 最省力的企業成功與個人幸福法則,14,2006,大塊文化出版,1F通識悅讀專區,2012-09-03,成功法,2,商學院,2015-05-26T12:22:53Z
Dd126896f82,應用科學類,築地魚市打工的幸福日子,6,2012,馬可孛羅文化,1F寰宇開卷專區,2013-06-10,水產品業,4,社會科學院,2017-04-11T05:38:37Z
Efccf61b9d5,語言文學類,新多益高分單字&片語:Step-up 900=Advanced words and idioms for the new TOEIC test,51,2008,臺灣培生教育出版,3F中文圖書區,2009-11-18,英國語言詞彙,2,公共事務學院,2014-11-19T03:55:30Z
Ff5c00c8072,世界史地,搭地鐵？玩東京=Tokyo subway,4,2005,宏碩文化,3F中文圖書區,2006-11-08,日本東京描述與遊記,4,公共事務學院,2016-08-16T07:47:09Z
Bca766d94b7,藝術類,白日夢冒險王 [電影片] = The secret life of Walter Mitty,33,2014,影傑,1F視聽區,2014-09-11,電影片,4,公共事務學院,2017-10-11T09:03:53Z
A9e1d8542ac,社會科學類,圖解知識六法:行政程序法,56,2007,新學林,3F中文圖書區,2009-03-26,行政程序法,3,法律學院,2015-11-04T08:17:17Z
L3054cbf2a3,應用科學類,The murder of Mary Jones,139,1999,Oxford University Press,4F外文圖書區,2006-07-10,Readers (Elementary),2,人文學院,2015-07-01T06:22:58Z
F4e8b2ecac1,藝術類,一代宗師 [錄影資料] = The grandmaster,24,2014,飛擎國際,1F視聽區,2014-02-24,電影片,2,公共事務學院,2014-09-22T07:03:42Z
M439c83624c,科學類,Global shift : mapping the changing contours of the world economy,30,2011,SAGE,4F外文圖書區,2012-06-04,Industries History 20th century.,4,人文學院,2016-12-08T08:59:24Z
B2b1f5e779b,社會科學類,公共財務管理 : 公共預算與財務行政 = Public financial management,29,2014,智勝文化事業,3F中文圖書區,2015-06-09,公共財務管理,4,公共事務學院,2017-03-27T07:05:14Z
M793ffc0052,社會科學類,自由主義,20,1993,桂冠,3F中文圖書區,1999-03-01,自由主義,2,人文學院,2014-12-16T09:04:31Z
C8114e4b573,哲學類,莊子今注今譯,15,2009,中華書局,3F中文圖書區,2012-06-29,注釋,1,社會科學院,2013-12-26T09:21:31Z
Fd21e945304,社會科學類,土地法 : 法規圖解與實務運用,24,2013,文笙書局,3F中文圖書區,2013-12-02,土地利用,2,公共事務學院,2014-11-20T08:39:07Z
A63faa693a2,社會科學類,做個成功學習的大學生 : 動機與學習自我管理,22,2007,心理,1F通識悅讀專區,2012-08-27,大學生,2,法律學院,2014-10-07T13:00:36Z
Af6631d68ec,社會科學類,大眾傳播理論與實證 = Communication,15,2011,三民,3F中文圖書區,2012-08-14,大眾傳播,4,法律學院,2016-11-14T06:45:14Z
Bebea74d7ef,科學類,The Blackwell companion to social movements,33,2007,Blackwell,4F外文圖書區,2009-04-20,Social movements.,4,公共事務學院,2017-06-16T12:35:13Z
E47b58ad8d5,語言文學類,Harry Potter and the prisoner of Azkaban,48,1999,Arthur A. Levine Books,4F外文圖書區,2003-08-25,Wizards Juvenile fiction.,3,公共事務學院,2015-09-25T08:41:12Z
F986cfaf74a,社會科學類,臺北州理蕃誌. 舊宜蘭廳,31,2014,宜蘭縣史館,3F中文圖書區,2015-04-22,臺灣原住民,3,公共事務學院,2017-04-28T12:48:43Z
C3d09e41d54,科學類,時間序列分析:總體經濟與財務金融之應用=Applied time-series econometrics for macroeconomics and finance,35,2009,臺灣東華,3F中文圖書區,2010-02-24,數理統計,3,社會科學院,2016-05-16T01:45:00Z
